URL;Title;Latitude;Longitude;Hote;User ID
https://www.airbnb.fr/rooms/27521888;chambre  2 LITS - Maisons à louer à Saint-Marcel-Bel-Accueil, Auvergne-Rhône-Alpes, France - Airbnb;45.63845;5.24062;Denis;RGVtYW5kVXNlcjoxOTg0NDAzOTc=
https://www.airbnb.fr/rooms/16695674;Chambre  n°2 chez particulier - Maisons à louer à Saint-Maurice-de-Gourdans, Auvergne-Rhône-Alpes, France - Airbnb;45.82522;5.19492;Dorothée;RGVtYW5kVXNlcjoxMDI2NzMxNTk=
https://www.airbnb.fr/rooms/42054778;chambre meublée à louer proche de lyon - Maisons à louer à Solaize, Auvergne-Rhône-Alpes, France - Airbnb;45.64491;4.83805;Francoise;RGVtYW5kVXNlcjozMTY2ODM4NDU=
https://www.airbnb.fr/rooms/29648764;Veloutiers Chambre Musique - Maisons à louer à Soucieu-en-Jarrest, Auvergne-Rhône-Alpes, France - Airbnb;45.6742;4.69896;Marie Noel;RGVtYW5kVXNlcjoyMjA5NDgwNA==
https://www.airbnb.fr/rooms/34246293;Chambre privée carré de soie Lyon - Maisons à louer à Vaulx-en-Velin, Auvergne-Rhône-Alpes, France - Airbnb;45.75262;4.92529;Tony;RGVtYW5kVXNlcjo3NjE0OTU3NQ==
https://www.airbnb.fr/rooms/29452805;chambre chez hôte. - Maisons à louer à Tignieu-Jameyzieu, Auvergne-Rhône-Alpes, France - Airbnb;45.75466;5.18822;Max;RGVtYW5kVXNlcjo1MDA1NTgwNw==
https://www.airbnb.fr/rooms/39885535;Lit au sol dans appart - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.74984;4.88705;Romain;RGVtYW5kVXNlcjoxODA5MDA2Nzk=
https://www.airbnb.fr/rooms/51840124;Gare de vaise - Lyon (Parking gratuit) - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7878;4.8029;Nabil;RGVtYW5kVXNlcjo3NjcxMjI4MA==
https://www.airbnb.fr/rooms/6764885;Petit Studio Lyon-Villeurbanne WIFI - Appartements à louer à Villeurbanne, Rhône-Alpes, France - Airbnb;45.76304;4.89497;Alban;RGVtYW5kVXNlcjoyMTQ4Mjk1Nw==
https://www.airbnb.fr/rooms/44151091;une chambre en ville, prox centre, métro ligne D - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7735;4.8004;Anne;RGVtYW5kVXNlcjozNTUwODQ1OTM=
https://www.airbnb.fr/rooms/812887558569620547;Chambre 1 dans appartement rénové - Appartements à louer à Vaulx-en-Velin, Auvergne-Rhône-Alpes, France - Airbnb;45.78412;4.92455;David;RGVtYW5kVXNlcjoxNTc1Mzk5OTQ=
https://www.airbnb.fr/rooms/3426528;Chambre Calme dans Grand Appartement - Appartements à louer à Villeurbanne, Rhône-Alpes, France - Airbnb;45.7612;4.8798;Patrick;RGVtYW5kVXNlcjoxMDc3NDU2NA==
https://www.airbnb.fr/rooms/27768983;Chambre hôte dans petit écrin de verdure sur jardi - Appartements à louer à Tassin-la-Demi-Lune, Auvergne-Rhône-Alpes, France - Airbnb;45.75721;4.77102;Déborah;RGVtYW5kVXNlcjoxNTgwMTEwNDU=
https://www.airbnb.fr/rooms/45677467;Chambre Double de La Bâtisse De Saint-Chamond - Appartements à louer à Saint-Chamond, Auvergne-Rhône-Alpes, France - Airbnb;45.47798;4.52344;Virginie;RGVtYW5kVXNlcjozNjUxMTQzMjc=
https://www.airbnb.fr/rooms/37103568;Chambre moderne dans maison centre ville - Maisons à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7552;4.86882;Jean-Michel;RGVtYW5kVXNlcjozODg0NTgzNQ==
https://www.airbnb.fr/rooms/45204168;Chambre Privée  de  La Bâtisse De Saint-Chamond - Appartements à louer à Saint-Chamond, Auvergne-Rhône-Alpes, France - Airbnb;45.47669;4.52286;Virginie;RGVtYW5kVXNlcjozNjUxMTQzMjc=
https://www.airbnb.fr/rooms/924702114418375358;La Belle Vie / Chambre 1 - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7739;4.807;Léna;RGVtYW5kVXNlcjoxMzQ1NjU0NTQ=
https://www.airbnb.fr/rooms/45648755;Chambre vue montagne: la Bâtisse De Saint-Chamond - Appartements à louer à Saint-Chamond, Auvergne-Rhône-Alpes, France - Airbnb;45.47825;4.5248;Virginie;RGVtYW5kVXNlcjozNjUxMTQzMjc=
https://www.airbnb.fr/rooms/48348416;Belle chambre privative  avec un grand lit - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb;45.69316;4.93422;Sandrine;RGVtYW5kVXNlcjozODI3MTQ3Njk=
https://www.airbnb.fr/rooms/1082482964056779834;Chambre avec Kitchennette et sa terrasse - Appartements à louer à Yzeron, Auvergne-Rhône-Alpes, France - Airbnb;45.71335153763398;4.592959422052997;Julie Jeremy;RGVtYW5kVXNlcjoyNTgxNDM1
https://www.airbnb.fr/rooms/46121021;✴️Studio Le Guesde A 🔸Hypercentre 🔸Netflix - Appartements à louer à Rive-de-Gier, Auvergne-Rhône-Alpes, France - Airbnb;45.52914;4.6146;Yasmine;RGVtYW5kVXNlcjoyNjk0MTU4OA==
https://www.airbnb.fr/rooms/47408776;Chambre simple  privée  Saint priest - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb;45.69121;4.9354;Sandrine;RGVtYW5kVXNlcjozODI3MTQ3Njk=
https://www.airbnb.fr/rooms/52529586;Chambre+(SDB & WC privatifs) à 50 m hôpitaux Est - Appartements en résidence à louer à Bron, Auvergne-Rhône-Alpes, France - Airbnb;45.75003;4.90203;Dal;RGVtYW5kVXNlcjo2ODc4NjMwNw==
https://www.airbnb.fr/rooms/44934838;Chambre dans appartement - Appartements en résidence à louer à Tassin-la-Demi-Lune, Auvergne-Rhône-Alpes, France - Airbnb;45.75248;4.77384;Michelle-Karine;RGVtYW5kVXNlcjozNzU2MTM1NQ==
https://www.airbnb.fr/rooms/8416419;Lyon3 Montchat jolie chambre 1 pers - Appartements à louer à Lyon, Rhône-Alpes, France - Airbnb;45.74956;4.88497;Christiane;RGVtYW5kVXNlcjo1OTE2NjYy
https://www.airbnb.fr/rooms/1018773896368428343;Chambre simple devant la gare - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7464;4.8276;Thierno Sadou;RGVtYW5kVXNlcjo1NDUyMDUzNjk=
https://www.airbnb.fr/rooms/44555078;Chambre privée comme à la maison - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.76249;4.79944;Carole;RGVtYW5kVXNlcjoxMjQxMTM3NTQ=
https://www.airbnb.fr/rooms/857171169784217789;Belle chambre privée - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.74002055487658;4.873968603712791;Ahmad;RGVtYW5kVXNlcjozMjMzMTE1MQ==
https://www.airbnb.fr/rooms/44674477;Chambre privée dans T3 avec jardin - Appartements en résidence à louer à Vénissieux, Auvergne-Rhône-Alpes, France - Airbnb;45.72;4.86792;Laurie;RGVtYW5kVXNlcjo2NzQ0NjE0MQ==
https://www.airbnb.fr/rooms/845492857136556689;Chambre dans grand appartement plein centre Lyon - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.75858;4.8415;Ben;RGVtYW5kVXNlcjoyMzkyMTY1MA==
https://www.airbnb.fr/rooms/973982325103262030;Bienvenue ! clientèle féminine uniquement - Maisons à louer à Pommiers, Auvergne-Rhône-Alpes, France - Airbnb;45.96001;4.70959;Sophie;RGVtYW5kVXNlcjo0NDg2MTg3NzE=
https://www.airbnb.fr/rooms/725953224201782912;Chambre agréable et calme dans un joli hameau - Maisons à louer à Saint-Martin-en-Haut, Auvergne-Rhône-Alpes, France - Airbnb;45.6693;4.573;Roland Et Saida;RGVtYW5kVXNlcjoyNjc4ODM4MA==
https://www.airbnb.fr/rooms/13602147;Chambre dans appartement Part Dieu/Université - Appartements à louer à Lyon, Auvergne Rhône-Alpes, France - Airbnb;45.74867;4.85711;Emile;RGVtYW5kVXNlcjoxNDI3NTE4OA==
https://www.airbnb.fr/rooms/4515610;studio avec mezzanine - Maisons de ville à louer à Lyon, Rhône-Alpes, France - Airbnb;45.72608;4.87961;Denis;RGVtYW5kVXNlcjoxNTg1NDg4MA==
https://www.airbnb.fr/rooms/1096939680854306693;Chambre privée chaleureuse et confortable à Villeurbanne - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.75922;4.91782;Dang;RGVtYW5kVXNlcjoxNjY2MTM5NDA=
https://www.airbnb.fr/rooms/777652688895330378;Une chambre spacieuse et confortable dans un endroit calme. - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.74757;4.84439;Paweł;RGVtYW5kVXNlcjoyMTUwMTcxMDk=
https://www.airbnb.fr/rooms/16170331;Chambre proche du CNPE EDF du Bugey - Maisons à louer à Meximieux, Auvergne-Rhône-Alpes, France - Airbnb;45.90922;5.2017;Véronique;RGVtYW5kVXNlcjoyMDU0NTkxNw==
https://www.airbnb.fr/rooms/719836742795623582;La Belle Vie / Chambre 2 - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.77348;4.80809;Léna;RGVtYW5kVXNlcjoxMzQ1NjU0NTQ=
https://www.airbnb.fr/rooms/620944583316947088;Cuevas- T2 Chaleureux - Appartements à louer à Lorette, Auvergne-Rhône-Alpes, France - Airbnb;45.51083;4.5802;Julie;RGVtYW5kVXNlcjo3OTI3MDI1
https://www.airbnb.fr/rooms/6675966;Studio Lyon-Villeurbanne WIFI-TV - Appartements à louer à Villeurbanne, Rhône-Alpes, France - Airbnb;45.76251;4.89301;Alban;RGVtYW5kVXNlcjoyMTQ4Mjk1Nw==
https://www.airbnb.fr/rooms/43533359;Chambre dans appartement spacieux prox. la doua - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.7777;4.88819;Emile;RGVtYW5kVXNlcjoxNDI3NTE4OA==
https://www.airbnb.fr/rooms/889477935410767928;"Chambre ""V"" dans vaste apt - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb";45.6935;4.9401;Maryline;RGVtYW5kVXNlcjozOTAwOTgyMQ==
https://www.airbnb.fr/rooms/1068662634621478740;Studio Cosy, Flachet, Netflix - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.7641;4.89467;Mouaouia;RGVtYW5kVXNlcjo1NTU2MzA1NTE=
https://www.airbnb.fr/rooms/18251900;Grange Blanche -Chambre au calme près de tout. - Appartements à louer à Lyon-8E-Arrondissement, Auvergne-Rhône-Alpes, France - Airbnb;45.7408;4.8748;Olga;RGVtYW5kVXNlcjoxMjI4OTMzNg==
https://www.airbnb.fr/rooms/901547926172739751;"Chambre ""B"" dans bel appt rénové - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb";45.69317;4.93938;Maryline;RGVtYW5kVXNlcjozOTAwOTgyMQ==
https://www.airbnb.fr/rooms/1097171839084811822;Superbe studio cosy RDC, Flachet - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.76405;4.89367;Mouaouia;RGVtYW5kVXNlcjo1NTU2MzA1NTE=
https://www.airbnb.fr/rooms/905598888039381174;"Chbre ""G"" dans bel appt lumineux - Appartements à louer à Saint-Priest, Auvergne-Rhône-Alpes, France - Airbnb";45.69294;4.94099;Maryline;RGVtYW5kVXNlcjozOTAwOTgyMQ==
https://www.airbnb.fr/rooms/960021722320143598;Bienvenue à Saxe Gambetta - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.7513;4.847;Lina;RGVtYW5kVXNlcjo1MzIxNzY0MjY=
https://www.airbnb.fr/rooms/1033125343791733816;Bienvenue à Confluence - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.747;4.8218;Lina;RGVtYW5kVXNlcjo1MzIxNzY0MjY=
